travelCode,userCode,name,place,days,price,total,date,year,month,day
46785,454,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-05-26,2022,5,26
46787,454,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2022-06-09,2022,6,9
46789,454,Hotel Z,Aracaju (SE),2,208.04,416.08,2022-06-23,2022,6,23
46790,454,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2022-06-30,2022,6,30
46792,454,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-07-14,2022,7,14
46793,454,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-07-21,2022,7,21
46794,454,Hotel BD,Natal (RN),1,242.88,242.88,2022-07-28,2022,7,28
46799,454,Hotel AU,Recife (PE),3,312.83,938.49,2022-09-01,2022,9,1
46802,454,Hotel BD,Natal (RN),3,242.88,728.64,2022-09-22,2022,9,22
46813,454,Hotel K,Salvador (BH),1,263.41,263.41,2022-12-08,2022,12,8
46818,454,Hotel AU,Recife (PE),2,312.83,625.66,2023-01-12,2023,1,12
46822,454,Hotel Z,Aracaju (SE),4,208.04,832.16,2023-02-09,2023,2,9
46825,454,Hotel BD,Natal (RN),1,242.88,242.88,2023-03-02,2023,3,2
46829,455,Hotel BD,Natal (RN),3,242.88,728.64,2019-09-26,2019,9,26
46832,455,Hotel AU,Recife (PE),1,312.83,312.83,2019-10-17,2019,10,17
46838,455,Hotel Z,Aracaju (SE),3,208.04,624.12,2019-11-28,2019,11,28
46839,455,Hotel AU,Recife (PE),2,312.83,625.66,2019-12-05,2019,12,5
46840,455,Hotel BP,Brasilia (DF),1,247.62,247.62,2019-12-12,2019,12,12
46841,455,Hotel BP,Brasilia (DF),4,247.62,990.48,2019-12-19,2019,12,19
46850,455,Hotel K,Salvador (BH),3,263.41,790.23,2020-02-20,2020,2,20
46851,455,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-02-27,2020,2,27
46852,455,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-03-05,2020,3,5
46864,455,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-05-28,2020,5,28
46865,455,Hotel K,Salvador (BH),1,263.41,263.41,2020-06-04,2020,6,4
46867,455,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-06-18,2020,6,18
46870,455,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-07-09,2020,7,9
46873,455,Hotel AU,Recife (PE),2,312.83,625.66,2020-07-30,2020,7,30
46874,455,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-08-06,2020,8,6
46875,455,Hotel K,Salvador (BH),1,263.41,263.41,2020-08-13,2020,8,13
46879,455,Hotel BD,Natal (RN),3,242.88,728.64,2020-09-10,2020,9,10
46885,455,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-10-22,2020,10,22
46890,455,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-11-26,2020,11,26
46891,455,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-12-03,2020,12,3
46893,455,Hotel BD,Natal (RN),1,242.88,242.88,2020-12-17,2020,12,17
46895,455,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-12-31,2020,12,31
46897,455,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-01-14,2021,1,14
46902,455,Hotel AU,Recife (PE),3,312.83,938.49,2021-02-18,2021,2,18
46909,455,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-04-08,2021,4,8
46911,455,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-04-22,2021,4,22
46912,455,Hotel K,Salvador (BH),2,263.41,526.82,2021-04-29,2021,4,29
46916,455,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-05-27,2021,5,27
46922,455,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-07-08,2021,7,8
46929,455,Hotel AU,Recife (PE),4,312.83,1251.32,2021-08-26,2021,8,26
46932,455,Hotel K,Salvador (BH),3,263.41,790.23,2021-09-16,2021,9,16
46934,455,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-09-30,2021,9,30
46936,455,Hotel AU,Recife (PE),2,312.83,625.66,2021-10-14,2021,10,14
46938,455,Hotel K,Salvador (BH),4,263.41,1053.64,2021-10-28,2021,10,28
46946,455,Hotel A,Florianopolis (SC),3,313.02,939.06,2021-12-23,2021,12,23
46947,455,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-12-30,2021,12,30
46948,455,Hotel AU,Recife (PE),1,312.83,312.83,2022-01-06,2022,1,6
46954,455,Hotel A,Florianopolis (SC),4,313.02,1252.08,2022-02-17,2022,2,17
46955,455,Hotel K,Salvador (BH),1,263.41,263.41,2022-02-24,2022,2,24
46957,455,Hotel BD,Natal (RN),4,242.88,971.52,2022-03-10,2022,3,10
46958,455,Hotel BP,Brasilia (DF),1,247.62,247.62,2022-03-17,2022,3,17
46964,455,Hotel BP,Brasilia (DF),1,247.62,247.62,2022-04-28,2022,4,28
46967,455,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-05-19,2022,5,19
46970,455,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2022-06-09,2022,6,9
46973,455,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2022-06-30,2022,6,30
46974,455,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-07-07,2022,7,7
46975,455,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2022-07-14,2022,7,14
46976,455,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-07-21,2022,7,21
46979,455,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2022-08-11,2022,8,11
46980,455,Hotel AU,Recife (PE),3,312.83,938.49,2022-08-18,2022,8,18
46983,455,Hotel BD,Natal (RN),1,242.88,242.88,2022-09-08,2022,9,8
46991,456,Hotel K,Salvador (BH),2,263.41,526.82,2019-10-17,2019,10,17
46993,456,Hotel K,Salvador (BH),1,263.41,263.41,2019-10-31,2019,10,31
46997,456,Hotel Z,Aracaju (SE),3,208.04,624.12,2019-11-28,2019,11,28
46999,456,Hotel AU,Recife (PE),3,312.83,938.49,2019-12-12,2019,12,12
47002,456,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-01-02,2020,1,2
47005,456,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-01-23,2020,1,23
47006,456,Hotel BD,Natal (RN),4,242.88,971.52,2020-01-30,2020,1,30
47012,456,Hotel BD,Natal (RN),1,242.88,242.88,2020-03-12,2020,3,12
47014,456,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-03-26,2020,3,26
47017,456,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-04-16,2020,4,16
47024,456,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-06-04,2020,6,4
47025,456,Hotel K,Salvador (BH),3,263.41,790.23,2020-06-11,2020,6,11
47027,456,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-06-25,2020,6,25
47029,456,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-07-09,2020,7,9
47030,456,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-07-16,2020,7,16
47033,456,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-08-06,2020,8,6
47038,456,Hotel AU,Recife (PE),1,312.83,312.83,2020-09-10,2020,9,10
47043,456,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-10-15,2020,10,15
47046,456,Hotel K,Salvador (BH),2,263.41,526.82,2020-11-05,2020,11,5
47047,456,Hotel AU,Recife (PE),1,312.83,312.83,2020-11-12,2020,11,12
47055,456,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-01-07,2021,1,7
47068,456,Hotel BD,Natal (RN),2,242.88,485.76,2021-04-08,2021,4,8
47079,456,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-06-24,2021,6,24
47081,456,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-07-08,2021,7,8
47087,456,Hotel AU,Recife (PE),3,312.83,938.49,2021-08-19,2021,8,19
47089,456,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2021-09-02,2021,9,2
47092,456,Hotel AU,Recife (PE),1,312.83,312.83,2021-09-23,2021,9,23
47093,456,Hotel BD,Natal (RN),4,242.88,971.52,2021-09-30,2021,9,30
47101,456,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-11-25,2021,11,25
47102,456,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-12-02,2021,12,2
47104,456,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-12-16,2021,12,16
47105,456,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-12-23,2021,12,23
47106,456,Hotel AU,Recife (PE),3,312.83,938.49,2021-12-30,2021,12,30
47107,456,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2022-01-06,2022,1,6
47112,457,Hotel Z,Aracaju (SE),4,208.04,832.16,2019-10-03,2019,10,3
47114,457,Hotel Z,Aracaju (SE),4,208.04,832.16,2019-10-17,2019,10,17
47115,457,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2019-10-24,2019,10,24
47116,457,Hotel BD,Natal (RN),1,242.88,242.88,2019-10-31,2019,10,31
47123,457,Hotel AU,Recife (PE),1,312.83,312.83,2019-12-19,2019,12,19
47124,457,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2019-12-26,2019,12,26
47133,457,Hotel K,Salvador (BH),3,263.41,790.23,2020-02-27,2020,2,27
47138,457,Hotel AU,Recife (PE),4,312.83,1251.32,2020-04-02,2020,4,2
47139,457,Hotel AU,Recife (PE),3,312.83,938.49,2020-04-09,2020,4,9
47143,457,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-05-07,2020,5,7
47145,457,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-05-21,2020,5,21
47146,457,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-05-28,2020,5,28
47150,457,Hotel AU,Recife (PE),1,312.83,312.83,2020-06-25,2020,6,25
47154,457,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-07-23,2020,7,23
47156,457,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-08-06,2020,8,6
47158,458,Hotel Z,Aracaju (SE),3,208.04,624.12,2019-10-03,2019,10,3
47159,458,Hotel AU,Recife (PE),2,312.83,625.66,2019-10-10,2019,10,10
47162,458,Hotel Z,Aracaju (SE),4,208.04,832.16,2019-10-31,2019,10,31
47169,458,Hotel BD,Natal (RN),4,242.88,971.52,2019-12-19,2019,12,19
47174,458,Hotel BD,Natal (RN),1,242.88,242.88,2020-01-23,2020,1,23
47175,458,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-01-30,2020,1,30
47176,458,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-02-06,2020,2,6
47179,458,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-02-27,2020,2,27
47180,458,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-03-05,2020,3,5
47181,458,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-03-12,2020,3,12
47185,458,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-04-09,2020,4,9
47186,458,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-04-16,2020,4,16
47189,458,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-05-07,2020,5,7
47192,458,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-05-28,2020,5,28
47194,458,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-06-11,2020,6,11
47196,458,Hotel BD,Natal (RN),4,242.88,971.52,2020-06-25,2020,6,25
47197,458,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-07-02,2020,7,2
47198,458,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-07-09,2020,7,9
47202,458,Hotel BD,Natal (RN),1,242.88,242.88,2020-08-06,2020,8,6
47203,458,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-08-13,2020,8,13
47205,458,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-08-27,2020,8,27
47210,458,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-10-01,2020,10,1
47211,458,Hotel AU,Recife (PE),1,312.83,312.83,2020-10-08,2020,10,8
47213,458,Hotel BD,Natal (RN),3,242.88,728.64,2020-10-22,2020,10,22
47218,458,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-11-26,2020,11,26
47222,458,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-12-24,2020,12,24
47224,458,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-01-07,2021,1,7
47226,458,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-01-21,2021,1,21
47239,458,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-04-22,2021,4,22
47241,458,Hotel AU,Recife (PE),3,312.83,938.49,2021-05-06,2021,5,6
47246,458,Hotel AU,Recife (PE),2,312.83,625.66,2021-06-10,2021,6,10
47248,459,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2019-09-26,2019,9,26
47254,459,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-11-07,2019,11,7
47255,459,Hotel BD,Natal (RN),1,242.88,242.88,2019-11-14,2019,11,14
47262,459,Hotel BD,Natal (RN),2,242.88,485.76,2020-01-02,2020,1,2
47263,459,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-01-09,2020,1,9
47266,459,Hotel K,Salvador (BH),1,263.41,263.41,2020-01-30,2020,1,30
47268,459,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-02-13,2020,2,13
47272,459,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-03-12,2020,3,12
47273,459,Hotel K,Salvador (BH),1,263.41,263.41,2020-03-19,2020,3,19
47274,459,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-03-26,2020,3,26
47277,459,Hotel K,Salvador (BH),1,263.41,263.41,2020-04-16,2020,4,16
47285,459,Hotel BD,Natal (RN),4,242.88,971.52,2020-06-11,2020,6,11
47291,459,Hotel K,Salvador (BH),4,263.41,1053.64,2020-07-23,2020,7,23
47292,459,Hotel K,Salvador (BH),4,263.41,1053.64,2020-07-30,2020,7,30
47295,459,Hotel BD,Natal (RN),1,242.88,242.88,2020-08-20,2020,8,20
47296,459,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-08-27,2020,8,27
47298,459,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-09-10,2020,9,10
47300,459,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-09-24,2020,9,24
47302,459,Hotel BD,Natal (RN),3,242.88,728.64,2020-10-08,2020,10,8
47305,459,Hotel K,Salvador (BH),2,263.41,526.82,2020-10-29,2020,10,29
47310,459,Hotel BD,Natal (RN),3,242.88,728.64,2020-12-03,2020,12,3
47312,459,Hotel AU,Recife (PE),2,312.83,625.66,2020-12-17,2020,12,17
47315,459,Hotel BD,Natal (RN),1,242.88,242.88,2021-01-07,2021,1,7
47319,459,Hotel K,Salvador (BH),2,263.41,526.82,2021-02-04,2021,2,4
47321,459,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-02-18,2021,2,18
47332,459,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-05-06,2021,5,6
47333,459,Hotel Z,Aracaju (SE),1,208.04,208.04,2021-05-13,2021,5,13
47334,459,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-05-20,2021,5,20
47339,459,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-06-24,2021,6,24
47343,459,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-07-22,2021,7,22
47348,459,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-08-26,2021,8,26
47349,459,Hotel BD,Natal (RN),1,242.88,242.88,2021-09-02,2021,9,2
47353,459,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-09-30,2021,9,30
47362,459,Hotel K,Salvador (BH),2,263.41,526.82,2021-12-02,2021,12,2
47370,460,Hotel AU,Recife (PE),4,312.83,1251.32,2019-10-24,2019,10,24
47372,460,Hotel AU,Recife (PE),4,312.83,1251.32,2019-11-07,2019,11,7
47376,460,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2019-12-05,2019,12,5
47378,460,Hotel AU,Recife (PE),4,312.83,1251.32,2019-12-19,2019,12,19
47384,460,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-01-30,2020,1,30
47388,460,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-02-27,2020,2,27
47389,460,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-03-05,2020,3,5
47390,460,Hotel AU,Recife (PE),2,312.83,625.66,2020-03-12,2020,3,12
47393,460,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-04-02,2020,4,2
47401,460,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-05-28,2020,5,28
47402,460,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-06-04,2020,6,4
47409,460,Hotel AU,Recife (PE),2,312.83,625.66,2020-07-23,2020,7,23
47412,460,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-08-13,2020,8,13
47413,460,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-08-20,2020,8,20
47418,460,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-09-24,2020,9,24
47421,460,Hotel K,Salvador (BH),1,263.41,263.41,2020-10-15,2020,10,15
47422,460,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-10-22,2020,10,22
47428,460,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-12-03,2020,12,3
47429,460,Hotel K,Salvador (BH),1,263.41,263.41,2020-12-10,2020,12,10
47444,460,Hotel AU,Recife (PE),2,312.83,625.66,2021-03-25,2021,3,25
47447,460,Hotel AU,Recife (PE),2,312.83,625.66,2021-04-15,2021,4,15
47450,460,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-05-06,2021,5,6
47451,460,Hotel BD,Natal (RN),2,242.88,485.76,2021-05-13,2021,5,13
47452,460,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-05-20,2021,5,20
47454,460,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-06-03,2021,6,3
47458,460,Hotel BD,Natal (RN),1,242.88,242.88,2021-07-01,2021,7,1
47460,460,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-07-15,2021,7,15
47463,460,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-08-05,2021,8,5
47464,460,Hotel BD,Natal (RN),2,242.88,485.76,2021-08-12,2021,8,12
47468,460,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-09-09,2021,9,9
47475,460,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-10-28,2021,10,28
47477,460,Hotel BD,Natal (RN),4,242.88,971.52,2021-11-11,2021,11,11
47481,461,Hotel K,Salvador (BH),1,263.41,263.41,2019-10-10,2019,10,10
47487,461,Hotel BD,Natal (RN),4,242.88,971.52,2019-11-21,2019,11,21
47498,461,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-02-06,2020,2,6
47500,461,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-02-20,2020,2,20
47503,461,Hotel BD,Natal (RN),3,242.88,728.64,2020-03-12,2020,3,12
47504,461,Hotel BD,Natal (RN),3,242.88,728.64,2020-03-19,2020,3,19
47506,461,Hotel K,Salvador (BH),4,263.41,1053.64,2020-04-02,2020,4,2
47514,461,Hotel AU,Recife (PE),4,312.83,1251.32,2020-05-28,2020,5,28
47515,461,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-06-04,2020,6,4
47526,461,Hotel K,Salvador (BH),1,263.41,263.41,2020-08-20,2020,8,20
47529,461,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-09-10,2020,9,10
47530,461,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-09-17,2020,9,17
47534,461,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-10-15,2020,10,15
47545,461,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-12-31,2020,12,31
47546,461,Hotel BD,Natal (RN),1,242.88,242.88,2021-01-07,2021,1,7
47551,461,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-02-11,2021,2,11
47556,461,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-03-18,2021,3,18
47558,461,Hotel AU,Recife (PE),4,312.83,1251.32,2021-04-01,2021,4,1
47559,461,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-04-08,2021,4,8
47565,461,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-05-20,2021,5,20
47566,461,Hotel AU,Recife (PE),2,312.83,625.66,2021-05-27,2021,5,27
47567,461,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-06-03,2021,6,3
47572,461,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-07-08,2021,7,8
47573,461,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-07-15,2021,7,15
47580,461,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-09-02,2021,9,2
47584,461,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-09-30,2021,9,30
47589,461,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-11-04,2021,11,4
47591,461,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-11-18,2021,11,18
47592,461,Hotel AU,Recife (PE),1,312.83,312.83,2021-11-25,2021,11,25
47593,461,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-12-02,2021,12,2
47601,461,Hotel K,Salvador (BH),1,263.41,263.41,2022-01-27,2022,1,27
47602,461,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-02-03,2022,2,3
47605,461,Hotel BD,Natal (RN),4,242.88,971.52,2022-02-24,2022,2,24
47607,461,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2022-03-10,2022,3,10
47611,461,Hotel K,Salvador (BH),4,263.41,1053.64,2022-04-07,2022,4,7
47612,461,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-04-14,2022,4,14
47615,461,Hotel A,Florianopolis (SC),2,313.02,626.04,2022-05-05,2022,5,5
47623,461,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2022-06-30,2022,6,30
47625,461,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2022-07-14,2022,7,14
47626,461,Hotel BD,Natal (RN),3,242.88,728.64,2022-07-21,2022,7,21
47629,461,Hotel BD,Natal (RN),1,242.88,242.88,2022-08-11,2022,8,11
47634,461,Hotel AU,Recife (PE),4,312.83,1251.32,2022-09-15,2022,9,15
47636,461,Hotel A,Florianopolis (SC),3,313.02,939.06,2022-09-29,2022,9,29
47646,461,Hotel K,Salvador (BH),1,263.41,263.41,2022-12-08,2022,12,8
47650,461,Hotel BP,Brasilia (DF),1,247.62,247.62,2023-01-05,2023,1,5
47655,461,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2023-02-09,2023,2,9
47658,461,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2023-03-02,2023,3,2
47660,461,Hotel Z,Aracaju (SE),3,208.04,624.12,2023-03-16,2023,3,16
47661,461,Hotel A,Florianopolis (SC),3,313.02,939.06,2023-03-23,2023,3,23
47662,461,Hotel BD,Natal (RN),2,242.88,485.76,2023-03-30,2023,3,30
47664,461,Hotel Z,Aracaju (SE),1,208.04,208.04,2023-04-13,2023,4,13
47673,462,Hotel A,Florianopolis (SC),3,313.02,939.06,2019-11-14,2019,11,14
47675,462,Hotel K,Salvador (BH),1,263.41,263.41,2019-11-28,2019,11,28
47676,462,Hotel AU,Recife (PE),2,312.83,625.66,2019-12-05,2019,12,5
47678,462,Hotel K,Salvador (BH),4,263.41,1053.64,2019-12-19,2019,12,19
47680,462,Hotel K,Salvador (BH),3,263.41,790.23,2020-01-02,2020,1,2
47681,462,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-01-09,2020,1,9
47688,462,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-02-27,2020,2,27
47692,462,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-03-26,2020,3,26
47695,462,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-04-16,2020,4,16
47696,462,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-04-23,2020,4,23
47698,462,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-05-07,2020,5,7
47700,462,Hotel AU,Recife (PE),3,312.83,938.49,2020-05-21,2020,5,21
47704,462,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-06-18,2020,6,18
47706,462,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-07-02,2020,7,2
47707,462,Hotel BD,Natal (RN),4,242.88,971.52,2020-07-09,2020,7,9
47712,462,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-08-13,2020,8,13
47714,462,Hotel BD,Natal (RN),3,242.88,728.64,2020-08-27,2020,8,27
47715,462,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-09-03,2020,9,3
47717,462,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-09-17,2020,9,17
47720,462,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-10-08,2020,10,8
47721,462,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-10-15,2020,10,15
47724,462,Hotel BD,Natal (RN),3,242.88,728.64,2020-11-05,2020,11,5
47725,462,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-11-12,2020,11,12
47731,462,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-12-24,2020,12,24
47732,462,Hotel K,Salvador (BH),3,263.41,790.23,2020-12-31,2020,12,31
47735,462,Hotel AU,Recife (PE),4,312.83,1251.32,2021-01-21,2021,1,21
47743,462,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-03-18,2021,3,18
47744,462,Hotel AU,Recife (PE),2,312.83,625.66,2021-03-25,2021,3,25
47750,462,Hotel BD,Natal (RN),2,242.88,485.76,2021-05-06,2021,5,6
47755,462,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-06-10,2021,6,10
47756,462,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-06-17,2021,6,17
47758,462,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-07-01,2021,7,1
47760,462,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-07-15,2021,7,15
47761,462,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-07-22,2021,7,22
47762,462,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-07-29,2021,7,29
47763,462,Hotel AU,Recife (PE),4,312.83,1251.32,2021-08-05,2021,8,5
47775,462,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-10-28,2021,10,28
47777,462,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-11-11,2021,11,11
47778,462,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-11-18,2021,11,18
47789,462,Hotel AU,Recife (PE),1,312.83,312.83,2022-02-03,2022,2,3
47806,462,Hotel BD,Natal (RN),3,242.88,728.64,2022-06-02,2022,6,2
47807,462,Hotel K,Salvador (BH),3,263.41,790.23,2022-06-09,2022,6,9
47813,462,Hotel BD,Natal (RN),3,242.88,728.64,2022-07-21,2022,7,21
47818,462,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2022-08-25,2022,8,25
47820,462,Hotel BD,Natal (RN),4,242.88,971.52,2022-09-08,2022,9,8
47822,462,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2022-09-22,2022,9,22
47828,462,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2022-11-03,2022,11,3
47830,462,Hotel K,Salvador (BH),2,263.41,526.82,2022-11-17,2022,11,17
